ID,Text,Label,Vulnerability Type,Timestamp
6010,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Malware,2024-10-12 10:45:00
6011,Suspicious login detected at an unusual hour from 192.168.1.101,1,Phishing,2024-10-12 10:50:00
6012,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Data Exfiltration,2024-10-12 10:55:00
6013,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Ransomware,2024-10-12 11:00:00
6014,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Worm,2024-10-12 11:05:00
6015,Email received with suspicious attachment from unknown source,1,Ransomware,2024-10-12 11:10:00
6016,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,ARP Spoofing,2024-10-12 11:15:00
6017,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Privilege Escalation,2024-10-12 11:20:00
6018,Data leakage prevention alert triggered by outbound sensitive data,1,SQL Injection,2024-10-12 11:25:00
6019,"Critical vulnerability found in system configuration, patch required",1,Reconnaissance,2024-10-12 11:30:00
6020,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SQL Injection,2024-10-12 11:35:00
6021,Detected SQL injection attempt on website query /login.php,1,Ransomware,2024-10-12 11:40:00
6022,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,DDoS,2024-10-12 11:45:00
6023,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,SSL Vulnerability,2024-10-12 11:50:00
6024,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Sensitive Data Leak,2024-10-12 11:55:00
6025,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Exploit,2024-10-12 12:00:00
6026,Unusual traffic pattern detected on internal database server,1,Insider Threat,2024-10-12 12:05:00
6027,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Exploit,2024-10-12 12:10:00
6028,Internal user attempted to access restricted file server from port 22,1,Packet Flooding,2024-10-12 12:15:00
6029,Detected unauthorized software installation on company workstation,1,Worm,2024-10-12 12:20:00
6030,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Ransomware,2024-10-12 12:25:00
6031,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Reconnaissance,2024-10-12 12:30:00
6032,Malicious script execution attempt detected on /admin panel,1,Unauthorized Access,2024-10-12 12:35:00
6033,Data leakage prevention alert triggered by outbound sensitive data,1,Sensitive Data Leak,2024-10-12 12:40:00
6034,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Insider Threat,2024-10-12 12:45:00
6035,Detected unauthorized software installation on company workstation,1,Worm,2024-10-12 12:50:00
6036,"Critical vulnerability found in system configuration, patch required",1,Sensitive Data Leak,2024-10-12 12:55:00
6037,Unusually high bandwidth usage detected between internal servers,1,Exploit,2024-10-12 13:00:00
6038,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Phishing,2024-10-12 13:05:00
6039,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,SSL Vulnerability,2024-10-12 13:10:00
6040,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Insider Threat,2024-10-12 13:15:00
6041,"Incoming request on port 8080, multiple failed login attempts detected",1,Malware,2024-10-12 13:20:00
6042,Detected SQL injection attempt on website query /login.php,1,Ransomware,2024-10-12 13:25:00
6043,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-10-12 13:30:00
6044,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Packet Flooding,2024-10-12 13:35:00
6045,Detected SQL injection attempt on website query /login.php,1,Data Exfiltration,2024-10-12 13:40:00
6046,Internal user attempted to access restricted file server from port 22,1,Privilege Escalation,2024-10-12 13:45:00
6047,Data leakage prevention alert triggered by outbound sensitive data,1,ARP Spoofing,2024-10-12 13:50:00
6048,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Ransomware,2024-10-12 13:55:00
6049,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,SSL Vulnerability,2024-10-12 14:00:00
6050,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Unauthorized Access,2024-10-12 14:05:00
6051,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Malware,2024-10-12 14:10:00
6052,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Reconnaissance,2024-10-12 14:15:00
6053,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Privilege Escalation,2024-10-12 14:20:00
6054,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,ARP Spoofing,2024-10-12 14:25:00
6055,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Reconnaissance,2024-10-12 14:30:00
6056,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Worm,2024-10-12 14:35:00
6057,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Ransomware,2024-10-12 14:40:00
6058,Internal user attempted to access restricted file server from port 22,1,Port Scanning,2024-10-12 14:45:00
6059,Exploit attempt detected using outdated library version on web service,1,SQL Injection,2024-10-12 14:50:00
6060,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Worm,2024-10-12 14:55:00
6061,Unusual traffic pattern detected on internal database server,1,Privilege Escalation,2024-10-12 15:00:00
6062,Detected unauthorized software installation on company workstation,1,SSL Vulnerability,2024-10-12 15:05:00
6063,Worm detected spreading through internal subnet 172.16.0.0/24,1,Sensitive Data Leak,2024-10-12 15:10:00
6064,SSL certificate expired for web service hosted on 203.0.113.20,1,ARP Spoofing,2024-10-12 15:15:00
6065,Data leakage prevention alert triggered by outbound sensitive data,1,Privilege Escalation,2024-10-12 15:20:00
6066,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,ARP Spoofing,2024-10-12 15:25:00
6067,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,DDoS,2024-10-12 15:30:00
6068,Detected unauthorized software installation on company workstation,1,Sensitive Data Leak,2024-10-12 15:35:00
6069,Internal user attempted to access restricted file server from port 22,0,None,2024-10-12 15:40:00
6070,Unusual traffic pattern detected on internal database server,1,Reconnaissance,2024-10-12 15:45:00
6071,"Incoming request on port 8080, multiple failed login attempts detected",1,SQL Injection,2024-10-12 15:50:00
6072,Detected SQL injection attempt on website query /login.php,0,None,2024-10-12 15:55:00
6073,Unusual traffic pattern detected on internal database server,1,Privilege Escalation,2024-10-12 16:00:00
6074,SSL certificate expired for web service hosted on 203.0.113.20,1,Phishing,2024-10-12 16:05:00
6075,Detected SQL injection attempt on website query /login.php,1,Sensitive Data Leak,2024-10-12 16:10:00
6076,"Incoming request on port 8080, multiple failed login attempts detected",1,ARP Spoofing,2024-10-12 16:15:00
6077,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Brute Force,2024-10-12 16:20:00
6078,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Data Exfiltration,2024-10-12 16:25:00
6079,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Exploit,2024-10-12 16:30:00
6080,Exploit attempt detected using outdated library version on web service,1,Data Exfiltration,2024-10-12 16:35:00
6081,Unencrypted sensitive data transmission detected from port 25 to port 587,1,ARP Spoofing,2024-10-12 16:40:00
6082,Exploit attempt detected using outdated library version on web service,1,SQL Injection,2024-10-12 16:45:00
6083,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Privilege Escalation,2024-10-12 16:50:00
6084,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,SQL Injection,2024-10-12 16:55:00
6085,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Reconnaissance,2024-10-12 17:00:00
6086,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Reconnaissance,2024-10-12 17:05:00
6087,"Incoming request on port 8080, multiple failed login attempts detected",1,SSL Vulnerability,2024-10-12 17:10:00
6088,Suspicious login detected at an unusual hour from 192.168.1.101,1,Packet Flooding,2024-10-12 17:15:00
6089,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,SQL Injection,2024-10-12 17:20:00
6090,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Packet Flooding,2024-10-12 17:25:00
6091,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Reconnaissance,2024-10-12 17:30:00
6092,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,DDoS,2024-10-12 17:35:00
6093,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Phishing,2024-10-12 17:40:00
6094,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Data Exfiltration,2024-10-12 17:45:00
6095,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Packet Flooding,2024-10-12 17:50:00
6096,"Critical vulnerability found in system configuration, patch required",1,ARP Spoofing,2024-10-12 17:55:00
6097,Malicious script execution attempt detected on /admin panel,1,Malware,2024-10-12 18:00:00
6098,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,SSL Vulnerability,2024-10-12 18:05:00
6099,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,SQL Injection,2024-10-12 18:10:00
6100,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Phishing,2024-10-12 18:15:00
6101,Worm detected spreading through internal subnet 172.16.0.0/24,1,Exploit,2024-10-12 18:20:00
6102,SSL certificate expired for web service hosted on 203.0.113.20,1,Insider Threat,2024-10-12 18:25:00
6103,Detected unauthorized software installation on company workstation,1,Privilege Escalation,2024-10-12 18:30:00
6104,Detected SQL injection attempt on website query /login.php,0,None,2024-10-12 18:35:00
6105,Exploit attempt detected using outdated library version on web service,1,SQL Injection,2024-10-12 18:40:00
6106,Internal user attempted to access restricted file server from port 22,1,Port Scanning,2024-10-12 18:45:00
6107,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Worm,2024-10-12 18:50:00
6108,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,DDoS,2024-10-12 18:55:00
6109,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Data Exfiltration,2024-10-12 19:00:00
6110,Unusually high bandwidth usage detected between internal servers,1,Exploit,2024-10-12 19:05:00
6111,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Exploit,2024-10-12 19:10:00
6112,Unusual traffic pattern detected on internal database server,1,Phishing,2024-10-12 19:15:00
6113,Internal user attempted to access restricted file server from port 22,1,Port Scanning,2024-10-12 19:20:00
6114,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,SQL Injection,2024-10-12 19:25:00
6115,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Privilege Escalation,2024-10-12 19:30:00
6116,Internal user attempted to access restricted file server from port 22,1,DDoS,2024-10-12 19:35:00
6117,Unusually high bandwidth usage detected between internal servers,1,Port Scanning,2024-10-12 19:40:00
6118,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Phishing,2024-10-12 19:45:00
6119,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Port Scanning,2024-10-12 19:50:00
6120,Email received with suspicious attachment from unknown source,1,Sensitive Data Leak,2024-10-12 19:55:00
6121,Internal user attempted to access restricted file server from port 22,1,DDoS,2024-10-12 20:00:00
6122,Worm detected spreading through internal subnet 172.16.0.0/24,1,SSL Vulnerability,2024-10-12 20:05:00
6123,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Worm,2024-10-12 20:10:00
6124,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Unauthorized Access,2024-10-12 20:15:00
6125,Data leakage prevention alert triggered by outbound sensitive data,1,Phishing,2024-10-12 20:20:00
6126,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",0,None,2024-10-12 20:25:00
6127,"Spear phishing email received by employee, flagged for investigation",0,None,2024-10-12 20:30:00
6128,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,DDoS,2024-10-12 20:35:00
6129,Email received with suspicious attachment from unknown source,1,Packet Flooding,2024-10-12 20:40:00
6130,"Spear phishing email received by employee, flagged for investigation",1,Data Exfiltration,2024-10-12 20:45:00
6131,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Ransomware,2024-10-12 20:50:00
6132,"Incoming request on port 8080, multiple failed login attempts detected",1,Exploit,2024-10-12 20:55:00
6133,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,DDoS,2024-10-12 21:00:00
6134,SSL certificate expired for web service hosted on 203.0.113.20,1,Reconnaissance,2024-10-12 21:05:00
6135,Data leakage prevention alert triggered by outbound sensitive data,1,Reconnaissance,2024-10-12 21:10:00
6136,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Ransomware,2024-10-12 21:15:00
6137,Email received with suspicious attachment from unknown source,1,Brute Force,2024-10-12 21:20:00
6138,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Malware,2024-10-12 21:25:00
6139,"Critical vulnerability found in system configuration, patch required",1,Exploit,2024-10-12 21:30:00
6140,Exploit attempt detected using outdated library version on web service,1,Exploit,2024-10-12 21:35:00
6141,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-10-12 21:40:00
6142,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Phishing,2024-10-12 21:45:00
6143,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Privilege Escalation,2024-10-12 21:50:00
6144,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Privilege Escalation,2024-10-12 21:55:00
6145,Unusually high bandwidth usage detected between internal servers,1,Brute Force,2024-10-12 22:00:00
6146,Unusually high bandwidth usage detected between internal servers,1,Privilege Escalation,2024-10-12 22:05:00
6147,Unusually high bandwidth usage detected between internal servers,0,None,2024-10-12 22:10:00
6148,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,DDoS,2024-10-12 22:15:00
6149,Email received with suspicious attachment from unknown source,1,Phishing,2024-10-12 22:20:00
6150,Detected SQL injection attempt on website query /login.php,1,SSL Vulnerability,2024-10-12 22:25:00
6151,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Privilege Escalation,2024-10-12 22:30:00
6152,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Exploit,2024-10-12 22:35:00
6153,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Phishing,2024-10-12 22:40:00
6154,Detected unauthorized software installation on company workstation,1,Exploit,2024-10-12 22:45:00
6155,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,0,None,2024-10-12 22:50:00
6156,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Malware,2024-10-12 22:55:00
6157,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Ransomware,2024-10-12 23:00:00
6158,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Packet Flooding,2024-10-12 23:05:00
6159,SSL certificate expired for web service hosted on 203.0.113.20,1,SSL Vulnerability,2024-10-12 23:10:00
6160,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,SSL Vulnerability,2024-10-12 23:15:00
6161,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Exploit,2024-10-12 23:20:00
6162,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Phishing,2024-10-12 23:25:00
6163,Worm detected spreading through internal subnet 172.16.0.0/24,1,Privilege Escalation,2024-10-12 23:30:00
6164,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Brute Force,2024-10-12 23:35:00
6165,Detected SQL injection attempt on website query /login.php,0,None,2024-10-12 23:40:00
6166,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Phishing,2024-10-12 23:45:00
6167,Data leakage prevention alert triggered by outbound sensitive data,1,Malware,2024-10-12 23:50:00
6168,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Insider Threat,2024-10-12 23:55:00
6169,Exploit attempt detected using outdated library version on web service,1,Unauthorized Access,2024-10-13 00:00:00
6170,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Reconnaissance,2024-10-13 00:05:00
6171,Detected SQL injection attempt on website query /login.php,1,Data Exfiltration,2024-10-13 00:10:00
6172,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Data Exfiltration,2024-10-13 00:15:00
6173,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Sensitive Data Leak,2024-10-13 00:20:00
6174,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Port Scanning,2024-10-13 00:25:00
6175,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Port Scanning,2024-10-13 00:30:00
6176,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Exploit,2024-10-13 00:35:00
6177,Email received with suspicious attachment from unknown source,1,Brute Force,2024-10-13 00:40:00
6178,"Spear phishing email received by employee, flagged for investigation",1,Phishing,2024-10-13 00:45:00
6179,SSL certificate expired for web service hosted on 203.0.113.20,0,None,2024-10-13 00:50:00
6180,Worm detected spreading through internal subnet 172.16.0.0/24,0,None,2024-10-13 00:55:00
6181,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Exploit,2024-10-13 01:00:00
6182,Detected unauthorized software installation on company workstation,1,Worm,2024-10-13 01:05:00
6183,Detected unauthorized software installation on company workstation,1,Ransomware,2024-10-13 01:10:00
6184,Detected SQL injection attempt on website query /login.php,1,Brute Force,2024-10-13 01:15:00
6185,"Spear phishing email received by employee, flagged for investigation",1,Insider Threat,2024-10-13 01:20:00
6186,"Spear phishing email received by employee, flagged for investigation",1,Malware,2024-10-13 01:25:00
6187,Unusually high bandwidth usage detected between internal servers,1,Malware,2024-10-13 01:30:00
6188,Detected unauthorized software installation on company workstation,1,Packet Flooding,2024-10-13 01:35:00
6189,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Port Scanning,2024-10-13 01:40:00
6190,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Ransomware,2024-10-13 01:45:00
6191,SSL certificate expired for web service hosted on 203.0.113.20,1,Ransomware,2024-10-13 01:50:00
6192,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Unauthorized Access,2024-10-13 01:55:00
6193,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,0,None,2024-10-13 02:00:00
6194,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Unauthorized Access,2024-10-13 02:05:00
6195,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Privilege Escalation,2024-10-13 02:10:00
6196,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Phishing,2024-10-13 02:15:00
6197,Suspicious login detected at an unusual hour from 192.168.1.101,1,SQL Injection,2024-10-13 02:20:00
6198,"Critical vulnerability found in system configuration, patch required",1,Phishing,2024-10-13 02:25:00
6199,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Data Exfiltration,2024-10-13 02:30:00
6200,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,DDoS,2024-10-13 02:35:00
6201,Suspicious login detected at an unusual hour from 192.168.1.101,1,Brute Force,2024-10-13 02:40:00
6202,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Exploit,2024-10-13 02:45:00
6203,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,ARP Spoofing,2024-10-13 02:50:00
6204,Email received with suspicious attachment from unknown source,1,ARP Spoofing,2024-10-13 02:55:00
6205,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Privilege Escalation,2024-10-13 03:00:00
6206,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Privilege Escalation,2024-10-13 03:05:00
6207,"Incoming request on port 8080, multiple failed login attempts detected",1,Phishing,2024-10-13 03:10:00
6208,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Privilege Escalation,2024-10-13 03:15:00
6209,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Ransomware,2024-10-13 03:20:00
6210,Unencrypted sensitive data transmission detected from port 25 to port 587,1,DDoS,2024-10-13 03:25:00
6211,Email received with suspicious attachment from unknown source,1,Worm,2024-10-13 03:30:00
6212,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Worm,2024-10-13 03:35:00
6213,Worm detected spreading through internal subnet 172.16.0.0/24,1,Exploit,2024-10-13 03:40:00
6214,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Reconnaissance,2024-10-13 03:45:00
6215,Detected SQL injection attempt on website query /login.php,1,Unauthorized Access,2024-10-13 03:50:00
6216,Internal user attempted to access restricted file server from port 22,1,Unauthorized Access,2024-10-13 03:55:00
6217,Detected SQL injection attempt on website query /login.php,1,Reconnaissance,2024-10-13 04:00:00
6218,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Exploit,2024-10-13 04:05:00
6219,Detected unauthorized software installation on company workstation,1,SSL Vulnerability,2024-10-13 04:10:00
6220,Internal user attempted to access restricted file server from port 22,1,Ransomware,2024-10-13 04:15:00
6221,Unusually high bandwidth usage detected between internal servers,1,Unauthorized Access,2024-10-13 04:20:00
6222,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Ransomware,2024-10-13 04:25:00
6223,SSL certificate expired for web service hosted on 203.0.113.20,0,None,2024-10-13 04:30:00
6224,Internal user attempted to access restricted file server from port 22,1,Sensitive Data Leak,2024-10-13 04:35:00
6225,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Phishing,2024-10-13 04:40:00
6226,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Ransomware,2024-10-13 04:45:00
6227,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Unauthorized Access,2024-10-13 04:50:00
6228,Unusual traffic pattern detected on internal database server,1,Data Exfiltration,2024-10-13 04:55:00
6229,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Data Exfiltration,2024-10-13 05:00:00
6230,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Worm,2024-10-13 05:05:00
6231,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Brute Force,2024-10-13 05:10:00
6232,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,DDoS,2024-10-13 05:15:00
6233,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Reconnaissance,2024-10-13 05:20:00
6234,Data leakage prevention alert triggered by outbound sensitive data,1,Phishing,2024-10-13 05:25:00
6235,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Privilege Escalation,2024-10-13 05:30:00
6236,"Incoming request on port 8080, multiple failed login attempts detected",1,Insider Threat,2024-10-13 05:35:00
6237,Exploit attempt detected using outdated library version on web service,1,DDoS,2024-10-13 05:40:00
6238,Exploit attempt detected using outdated library version on web service,1,Privilege Escalation,2024-10-13 05:45:00
6239,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Phishing,2024-10-13 05:50:00
6240,Worm detected spreading through internal subnet 172.16.0.0/24,1,SSL Vulnerability,2024-10-13 05:55:00
6241,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Brute Force,2024-10-13 06:00:00
6242,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Phishing,2024-10-13 06:05:00
6243,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Insider Threat,2024-10-13 06:10:00
6244,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,ARP Spoofing,2024-10-13 06:15:00
6245,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,0,None,2024-10-13 06:20:00
6246,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Reconnaissance,2024-10-13 06:25:00
6247,Unauthorized privilege escalation attempt detected on 10.0.0.3,0,None,2024-10-13 06:30:00
6248,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,SSL Vulnerability,2024-10-13 06:35:00
6249,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,0,None,2024-10-13 06:40:00
6250,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Unauthorized Access,2024-10-13 06:45:00
6251,"Spear phishing email received by employee, flagged for investigation",1,Insider Threat,2024-10-13 06:50:00
6252,Internal user attempted to access restricted file server from port 22,1,Malware,2024-10-13 06:55:00
6253,Internal user attempted to access restricted file server from port 22,1,Exploit,2024-10-13 07:00:00
6254,Exploit attempt detected using outdated library version on web service,1,Exploit,2024-10-13 07:05:00
6255,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Malware,2024-10-13 07:10:00
6256,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-10-13 07:15:00
6257,Malicious script execution attempt detected on /admin panel,1,Packet Flooding,2024-10-13 07:20:00
6258,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Phishing,2024-10-13 07:25:00
6259,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Ransomware,2024-10-13 07:30:00
6260,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Packet Flooding,2024-10-13 07:35:00
6261,Email received with suspicious attachment from unknown source,1,Port Scanning,2024-10-13 07:40:00
6262,Email received with suspicious attachment from unknown source,1,Malware,2024-10-13 07:45:00
6263,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Brute Force,2024-10-13 07:50:00
6264,Internal user attempted to access restricted file server from port 22,1,DDoS,2024-10-13 07:55:00
6265,Unusually high bandwidth usage detected between internal servers,1,Sensitive Data Leak,2024-10-13 08:00:00
6266,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,DDoS,2024-10-13 08:05:00
6267,SSL certificate expired for web service hosted on 203.0.113.20,1,ARP Spoofing,2024-10-13 08:10:00
6268,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Malware,2024-10-13 08:15:00
6269,"Spear phishing email received by employee, flagged for investigation",1,Malware,2024-10-13 08:20:00
6270,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,DDoS,2024-10-13 08:25:00
6271,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,SSL Vulnerability,2024-10-13 08:30:00
6272,Unusually high bandwidth usage detected between internal servers,1,Exploit,2024-10-13 08:35:00
6273,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Privilege Escalation,2024-10-13 08:40:00
6274,Detected ARP spoofing attempt on internal network from 192.168.10.2,0,None,2024-10-13 08:45:00
6275,Worm detected spreading through internal subnet 172.16.0.0/24,1,SQL Injection,2024-10-13 08:50:00
6276,Internal user attempted to access restricted file server from port 22,1,Insider Threat,2024-10-13 08:55:00
6277,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Exploit,2024-10-13 09:00:00
6278,Unusual traffic pattern detected on internal database server,1,Ransomware,2024-10-13 09:05:00
6279,Data leakage prevention alert triggered by outbound sensitive data,1,Unauthorized Access,2024-10-13 09:10:00
6280,Suspicious login detected at an unusual hour from 192.168.1.101,1,Insider Threat,2024-10-13 09:15:00
6281,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Sensitive Data Leak,2024-10-13 09:20:00
6282,Unusual traffic pattern detected on internal database server,1,Port Scanning,2024-10-13 09:25:00
6283,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-10-13 09:30:00
6284,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Privilege Escalation,2024-10-13 09:35:00
6285,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Privilege Escalation,2024-10-13 09:40:00
6286,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Privilege Escalation,2024-10-13 09:45:00
6287,Data leakage prevention alert triggered by outbound sensitive data,1,SSL Vulnerability,2024-10-13 09:50:00
6288,Detected unauthorized software installation on company workstation,1,Insider Threat,2024-10-13 09:55:00
6289,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Ransomware,2024-10-13 10:00:00
